method,n_early,abs_PICP,abs_MPIW,norm_PICP,norm_MPIW,local_PICP,local_MPIW
deep_ensemble_preds,50,0.9454545454545455,1084.7124304199217,0.9363636363636363,1340.1849965025676,0.7272727272727273,467.10400208652266
deep_ensemble_preds,100,0.9627272727272727,1010.9235607910156,0.9436796536796537,1661.895415859945,0.7460606060606061,453.2323591145464
deep_ensemble_preds,150,0.9398997493734337,821.5530529785158,0.881328320802005,1176.266691426855,0.8617543859649123,612.0319619311958
gp_preds,50,0.9454545454545455,1086.204712811883,0.9545454545454545,1086.204712811883,0.7909090909090909,565.3494358753437
gp_preds,100,0.9727272727272727,1073.8184242712682,0.9727272727272727,1073.8184242712682,0.811991341991342,549.2747653284778
gp_preds,150,0.9209022556390977,794.734313192907,0.911328320802005,794.7343131929072,0.8837593984962405,768.5332121096037
hetero_preds,50,0.9272727272727274,8712.141611633297,0.8818181818181818,8712.1416116333,0.8363636363636363,4769.631555015357
hetero_preds,100,0.9622943722943724,404496.9401123047,0.940909090909091,25269.612944350814,0.9250216450216451,133399.21702706025
hetero_preds,150,0.9523809523809523,405243.5966064453,0.7904761904761906,404310.5983241183,0.793609022556391,171237.2487657087
