n_seeds,n_test,MAE,MedAE,RMSE,mean_sigma,PICP_gauss,MPIW_gauss,NLL_gauss,CRPS_gauss,PICP_conformal,MPIW_conformal,q_hat,method,n_early,fold
10,21,89.21238557845828,47.82760935465501,125.470694286592,25.641455044055572,0.38095238095238093,100.51450377269785,51.08194705028809,77.25427770740596,1.0,669.5643570963542,334.78217854817706,Combined_UQ_PINN_Knee,150,3
10,20,170.81425441741945,76.13596992492677,294.2929670693958,17.768095966251753,0.25,69.65093618770686,405.0800416334665,162.84524068587808,0.85,627.4248630777996,313.71243153889975,Combined_UQ_PINN_Knee,150,4
10,22,84.4510275407271,26.629100799560547,150.01197561819794,67.58515850430221,0.8181818181818182,264.9338213368647,7.187236555093135,73.31061863417014,1.0,1719.5451354980469,859.7725677490234,Bootstrap_Ensemble_PINN_Knee,50,0
10,22,139.8257232319225,74.84428253173829,254.95468069749248,42.69522440478133,0.45454545454545453,167.36527966674285,21.66528407459758,121.88898288806469,0.9090909090909091,875.7562927246097,437.8781463623047,Bootstrap_Ensemble_PINN_Knee,50,1
10,22,150.87946985418145,49.42448883056639,224.2939166768249,32.31685841257179,0.5454545454545454,126.68208497728146,31.179830908345334,137.68781006639685,0.8636363636363636,776.6372558593753,388.3186279296875,Bootstrap_Ensemble_PINN_Knee,50,2
10,22,157.7966476613825,123.49868774414062,197.217950445586,44.60328396536335,0.22727272727272727,174.84487314422435,13.892339759831872,135.97796748613538,1.0,864.6741455078122,432.3370727539062,Bootstrap_Ensemble_PINN_Knee,50,3
10,22,195.30089222301132,69.0411102294922,327.00401855607197,36.6022800132675,0.36363636363636365,143.48093765200858,54.668159843877,179.55995020852077,0.9545454545454546,827.2435119628904,413.6217559814453,Bootstrap_Ensemble_PINN_Knee,50,4
10,22,96.07412494312634,49.138544082641616,155.84242148684154,51.20636823694119,0.7727272727272727,200.72896348880934,11.771758953366593,80.73808351779627,1.0,1588.6648071289064,794.3324035644531,Bootstrap_Ensemble_PINN_Knee,100,0
10,22,123.20356389825997,51.22327880859373,221.8894971792428,49.32586349473193,0.6818181818181818,193.3573848993492,13.0422012024156,104.45763598842373,0.9090909090909091,819.6788757324216,409.8394378662109,Bootstrap_Ensemble_PINN_Knee,100,1
10,20,127.3863676071167,64.99443664550782,178.03222353842818,56.191203382071706,0.6,220.26951725772105,11.95720245139786,108.20758684251204,1.0,858.7446655273437,429.37233276367186,Bootstrap_Ensemble_PINN_Knee,100,2
10,21,120.58269994826543,54.781716918945335,175.90201023523983,54.98863676214226,0.5714285714285714,215.5554561075976,8.964482736189922,102.09121589097442,1.0,938.6381164550779,469.3190582275391,Bootstrap_Ensemble_PINN_Knee,100,3
10,22,201.11090680902655,69.75479202270509,325.740506431938,35.81539798783521,0.5,140.39636011231403,62.50860688639645,185.8617947471332,0.9545454545454546,877.2297119140626,438.61485595703124,Bootstrap_Ensemble_PINN_Knee,100,4
10,21,66.56406874883743,27.62109985351563,112.44213899354638,41.82657756776872,0.7619047619047619,163.9601840656534,7.708074717523114,55.98748844894647,1.0,1600.4446777343753,800.2223388671875,Bootstrap_Ensemble_PINN_Knee,150,0
10,21,120.3162392025902,49.79427490234377,220.6479949060295,36.56564987663839,0.5238095238095238,143.33734751642248,22.85366306856138,106.5913923526484,0.9047619047619048,637.3509704589845,318.6754852294922,Bootstrap_Ensemble_PINN_Knee,150,1
10,19,109.19277359811883,62.95354614257815,156.23861241942834,33.45351862727799,0.42105263157894735,131.13779301892973,15.016235515243181,97.08391766692023,0.8947368421052632,592.2951110839844,296.14755554199223,Bootstrap_Ensemble_PINN_Knee,150,2
10,21,93.52072546822683,66.48370971679685,132.90329686413241,40.36887886662835,0.5714285714285714,158.24600515718313,14.551453070748629,80.55648694343986,1.0,761.1860961914062,380.5930480957031,Bootstrap_Ensemble_PINN_Knee,150,3
10,20,174.22338638305663,84.06341857910158,296.274414429046,34.21910116292561,0.5,134.13887655866844,57.62109488367214,158.98121723536497,0.9,633.8700012207031,316.9350006103516,Bootstrap_Ensemble_PINN_Knee,150,4
20,22,106.72929143038664,62.12883453369139,164.0138255038237,12.761164981383677,0.18181818181818182,50.023766727024025,72.62830914405875,100.45824911061051,,,,Jackknife_Plus_PINN_Knee,50,0
20,22,135.1183870467273,55.355173492431646,245.03177598272524,15.229903096778724,0.2727272727272727,59.701220139372595,301.86091574943424,127.24943580127643,,,,Jackknife_Plus_PINN_Knee,50,1
20,22,153.84981831637293,59.9726577758789,221.2977831879739,9.50453305276006,0.13636363636363635,37.25776956681944,641.3373979780462,148.77043379378375,,,,Jackknife_Plus_PINN_Knee,50,2
20,22,159.38108459602702,93.06952915191651,219.8908747157198,19.163426264565548,0.18181818181818182,75.12063095709696,94.12715945943313,149.37572872715327,,,,Jackknife_Plus_PINN_Knee,50,3
20,22,202.29372156316583,123.45495986938477,325.07890576544753,12.611804169191076,0.22727272727272727,49.43827234322901,544.197814267397,196.8178803470295,,,,Jackknife_Plus_PINN_Knee,50,4
20,22,114.15953424627129,49.82302017211913,185.70607514355214,16.372858459292935,0.2727272727272727,64.1816051604283,54.95027031688358,105.90728062089623,,,,Jackknife_Plus_PINN_Knee,100,0
20,22,132.38387236161668,71.6573486328125,218.97357680365437,16.111996813179662,0.2727272727272727,63.159027507664284,75.0648077800971,124.96698315249031,,,,Jackknife_Plus_PINN_Knee,100,1
20,20,118.74303215026855,55.17127532958983,165.70971849304794,11.544197915134374,0.15,45.25325582732674,213.14654884198467,113.10668765103617,,,,Jackknife_Plus_PINN_Knee,100,2
20,21,151.95895818074547,104.50656967163087,204.55576419282718,16.888556401286497,0.19047619047619047,66.20314109304306,95.51896450336758,143.04144833973746,,,,Jackknife_Plus_PINN_Knee,100,3
20,22,199.56330113844442,180.83045177459718,305.79694934937976,14.872784436481455,0.18181818181818182,58.30131499100728,380.43166675203935,191.77996841326865,,,,Jackknife_Plus_PINN_Knee,100,4
20,21,78.6918853396461,60.009429931640625,111.45804243941092,7.152074621702863,0.047619047619047616,28.036132517075192,138.53090120556007,74.74172729201089,,,,Jackknife_Plus_PINN_Knee,150,0
20,21,120.34971455165318,45.38738098144529,207.69717905472635,4.854067546293697,0.09523809523809523,19.027944781471295,449.11441733105494,117.67907046873695,,,,Jackknife_Plus_PINN_Knee,150,1
20,19,109.32745542024311,73.30146331787108,151.29656215712959,5.609972345544604,0.10526315789473684,21.99109159453485,370.1134187222917,106.29704801115611,,,,Jackknife_Plus_PINN_Knee,150,2
20,21,81.99366949172247,43.898225402832054,121.03556960390408,7.0114118107234935,0.09523809523809523,27.484734298036084,210.13800347465173,78.11205927835614,,,,Jackknife_Plus_PINN_Knee,150,3
20,20,178.46218765258786,93.1860134124756,294.41200887214006,6.3296836289462695,0.1,24.812359825469375,2035.6266082571644,175.26365623946077,,,,Jackknife_Plus_PINN_Knee,150,4
